Kachelname_img,Aktualitaet_img,coords,Kachelname_pc,Aktualitaet_pc,diff
dop10rgbi_32_361_5624_1_nw_2021,2021-06-01,"(361, 5624)",3dm_32_361_5624_1_nw,2022-01-01,214 days
dop10rgbi_32_376_5612_1_nw_2021,2021-05-01,"(376, 5612)",3dm_32_376_5612_1_nw,2021-12-01,214 days
dop10rgbi_32_368_5613_1_nw_2021,2021-05-01,"(368, 5613)",3dm_32_368_5613_1_nw,2021-12-01,214 days
dop10rgbi_32_378_5634_1_nw_2021,2021-06-01,"(378, 5634)",3dm_32_378_5634_1_nw,2022-01-01,214 days
dop10rgbi_32_351_5633_1_nw_2021,2021-06-01,"(351, 5633)",3dm_32_351_5633_1_nw,2022-01-01,214 days
dop10rgbi_32_367_5632_1_nw_2021,2021-06-01,"(367, 5632)",3dm_32_367_5632_1_nw,2022-01-01,214 days
dop10rgbi_32_371_5613_1_nw_2021,2021-05-01,"(371, 5613)",3dm_32_371_5613_1_nw,2021-12-01,214 days
dop10rgbi_32_356_5632_1_nw_2021,2021-06-01,"(356, 5632)",3dm_32_356_5632_1_nw,2022-01-01,214 days
dop10rgbi_32_384_5636_1_nw_2021,2021-06-01,"(384, 5636)",3dm_32_384_5636_1_nw,2022-01-01,214 days
dop10rgbi_32_390_5632_1_nw_2021,2021-06-01,"(390, 5632)",3dm_32_390_5632_1_nw,2022-01-01,214 days
dop10rgbi_32_386_5641_1_nw_2021,2021-06-01,"(386, 5641)",3dm_32_386_5641_1_nw,2022-01-01,214 days
dop10rgbi_32_381_5610_1_nw_2021,2021-05-01,"(381, 5610)",3dm_32_381_5610_1_nw,2021-12-01,214 days
dop10rgbi_32_354_5641_1_nw_2021,2021-06-01,"(354, 5641)",3dm_32_354_5641_1_nw,2022-01-01,214 days
dop10rgbi_32_392_5640_1_nw_2021,2021-06-01,"(392, 5640)",3dm_32_392_5640_1_nw,2022-01-01,214 days
dop10rgbi_32_363_5634_1_nw_2021,2021-06-01,"(363, 5634)",3dm_32_363_5634_1_nw,2022-01-01,214 days
dop10rgbi_32_358_5611_1_nw_2021,2021-05-01,"(358, 5611)",3dm_32_358_5611_1_nw,2021-12-01,214 days
dop10rgbi_32_366_5623_1_nw_2021,2021-06-01,"(366, 5623)",3dm_32_366_5623_1_nw,2022-01-01,214 days
dop10rgbi_32_392_5639_1_nw_2021,2021-06-01,"(392, 5639)",3dm_32_392_5639_1_nw,2022-01-01,214 days
dop10rgbi_32_359_5639_1_nw_2021,2021-06-01,"(359, 5639)",3dm_32_359_5639_1_nw,2022-01-01,214 days
dop10rgbi_32_359_5640_1_nw_2021,2021-06-01,"(359, 5640)",3dm_32_359_5640_1_nw,2022-01-01,214 days
dop10rgbi_32_360_5639_1_nw_2021,2021-06-01,"(360, 5639)",3dm_32_360_5639_1_nw,2022-01-01,214 days
dop10rgbi_32_360_5640_1_nw_2021,2021-06-01,"(360, 5640)",3dm_32_360_5640_1_nw,2022-01-01,214 days
dop10rgbi_32_389_5632_1_nw_2021,2021-06-01,"(389, 5632)",3dm_32_389_5632_1_nw,2022-01-01,214 days
dop10rgbi_32_374_5634_1_nw_2021,2021-06-01,"(374, 5634)",3dm_32_374_5634_1_nw,2022-01-01,214 days
dop10rgbi_32_362_5632_1_nw_2021,2021-06-01,"(362, 5632)",3dm_32_362_5632_1_nw,2022-01-01,214 days
dop10rgbi_32_377_5626_1_nw_2021,2021-06-01,"(377, 5626)",3dm_32_377_5626_1_nw,2022-01-01,214 days
dop10rgbi_32_390_5625_1_nw_2021,2021-06-01,"(390, 5625)",3dm_32_390_5625_1_nw,2022-01-01,214 days
dop10rgbi_32_367_5611_1_nw_2021,2021-05-01,"(367, 5611)",3dm_32_367_5611_1_nw,2021-12-01,214 days
dop10rgbi_32_371_5634_1_nw_2021,2021-06-01,"(371, 5634)",3dm_32_371_5634_1_nw,2022-01-01,214 days
dop10rgbi_32_379_5638_1_nw_2021,2021-06-01,"(379, 5638)",3dm_32_379_5638_1_nw,2022-01-01,214 days
dop10rgbi_32_360_5609_1_nw_2021,2021-05-01,"(360, 5609)",3dm_32_360_5609_1_nw,2021-12-01,214 days
dop10rgbi_32_374_5632_1_nw_2021,2021-06-01,"(374, 5632)",3dm_32_374_5632_1_nw,2022-01-01,214 days
dop10rgbi_32_352_5623_1_nw_2021,2021-06-01,"(352, 5623)",3dm_32_352_5623_1_nw,2022-01-01,214 days
dop10rgbi_32_364_5613_1_nw_2021,2021-05-01,"(364, 5613)",3dm_32_364_5613_1_nw,2021-12-01,214 days
dop10rgbi_32_376_5633_1_nw_2021,2021-06-01,"(376, 5633)",3dm_32_376_5633_1_nw,2022-01-01,214 days
dop10rgbi_32_373_5609_1_nw_2021,2021-05-01,"(373, 5609)",3dm_32_373_5609_1_nw,2021-12-01,214 days
dop10rgbi_32_382_5632_1_nw_2021,2021-06-01,"(382, 5632)",3dm_32_382_5632_1_nw,2022-01-01,214 days
dop10rgbi_32_360_5624_1_nw_2021,2021-06-01,"(360, 5624)",3dm_32_360_5624_1_nw,2022-01-01,214 days
dop10rgbi_32_358_5606_1_nw_2021,2021-05-01,"(358, 5606)",3dm_32_358_5606_1_nw,2021-12-01,214 days
dop10rgbi_32_380_5638_1_nw_2021,2021-06-01,"(380, 5638)",3dm_32_380_5638_1_nw,2022-01-01,214 days
dop10rgbi_32_350_5632_1_nw_2021,2021-06-01,"(350, 5632)",3dm_32_350_5632_1_nw,2022-01-01,214 days
dop10rgbi_32_354_5625_1_nw_2021,2021-06-01,"(354, 5625)",3dm_32_354_5625_1_nw,2022-01-01,214 days
dop10rgbi_32_349_5632_1_nw_2021,2021-06-01,"(349, 5632)",3dm_32_349_5632_1_nw,2022-01-01,214 days
dop10rgbi_32_353_5612_1_nw_2021,2021-05-01,"(353, 5612)",3dm_32_353_5612_1_nw,2021-12-01,214 days
dop10rgbi_32_365_5608_1_nw_2021,2021-05-01,"(365, 5608)",3dm_32_365_5608_1_nw,2021-12-01,214 days
dop10rgbi_32_351_5634_1_nw_2021,2021-06-01,"(351, 5634)",3dm_32_351_5634_1_nw,2022-01-01,214 days
dop10rgbi_32_384_5633_1_nw_2021,2021-06-01,"(384, 5633)",3dm_32_384_5633_1_nw,2022-01-01,214 days
dop10rgbi_32_360_5610_1_nw_2021,2021-05-01,"(360, 5610)",3dm_32_360_5610_1_nw,2021-12-01,214 days
dop10rgbi_32_373_5610_1_nw_2021,2021-05-01,"(373, 5610)",3dm_32_373_5610_1_nw,2021-12-01,214 days
dop10rgbi_32_367_5607_1_nw_2021,2021-05-01,"(367, 5607)",3dm_32_367_5607_1_nw,2021-12-01,214 days
dop10rgbi_32_378_5608_1_nw_2021,2021-05-01,"(378, 5608)",3dm_32_378_5608_1_nw,2021-12-01,214 days
dop10rgbi_32_356_5609_1_nw_2021,2021-05-01,"(356, 5609)",3dm_32_356_5609_1_nw,2021-12-01,214 days
dop10rgbi_32_356_5610_1_nw_2021,2021-05-01,"(356, 5610)",3dm_32_356_5610_1_nw,2021-12-01,214 days
dop10rgbi_32_359_5624_1_nw_2021,2021-06-01,"(359, 5624)",3dm_32_359_5624_1_nw,2022-01-01,214 days
dop10rgbi_32_359_5610_1_nw_2021,2021-05-01,"(359, 5610)",3dm_32_359_5610_1_nw,2021-12-01,214 days
dop10rgbi_32_356_5633_1_nw_2021,2021-06-01,"(356, 5633)",3dm_32_356_5633_1_nw,2022-01-01,214 days
dop10rgbi_32_361_5632_1_nw_2021,2021-06-01,"(361, 5632)",3dm_32_361_5632_1_nw,2022-01-01,214 days
dop10rgbi_32_389_5625_1_nw_2021,2021-06-01,"(389, 5625)",3dm_32_389_5625_1_nw,2022-01-01,214 days
dop10rgbi_32_370_5625_1_nw_2021,2021-06-01,"(370, 5625)",3dm_32_370_5625_1_nw,2022-01-01,214 days
dop10rgbi_32_374_5640_1_nw_2021,2021-06-01,"(374, 5640)",3dm_32_374_5640_1_nw,2022-01-01,214 days
dop10rgbi_32_365_5623_1_nw_2021,2021-06-01,"(365, 5623)",3dm_32_365_5623_1_nw,2022-01-01,214 days
dop10rgbi_32_354_5637_1_nw_2021,2021-06-01,"(354, 5637)",3dm_32_354_5637_1_nw,2022-01-01,214 days
dop10rgbi_32_361_5626_1_nw_2021,2021-06-01,"(361, 5626)",3dm_32_361_5626_1_nw,2022-01-01,214 days
dop10rgbi_32_358_5604_1_nw_2021,2021-05-01,"(358, 5604)",3dm_32_358_5604_1_nw,2021-12-01,214 days
dop10rgbi_32_369_5612_1_nw_2021,2021-05-01,"(369, 5612)",3dm_32_369_5612_1_nw,2021-12-01,214 days
dop10rgbi_32_369_5625_1_nw_2021,2021-06-01,"(369, 5625)",3dm_32_369_5625_1_nw,2022-01-01,214 days
dop10rgbi_32_359_5636_1_nw_2021,2021-06-01,"(359, 5636)",3dm_32_359_5636_1_nw,2022-01-01,214 days
dop10rgbi_32_360_5636_1_nw_2021,2021-06-01,"(360, 5636)",3dm_32_360_5636_1_nw,2022-01-01,214 days
dop10rgbi_32_364_5605_1_nw_2021,2021-05-01,"(364, 5605)",3dm_32_364_5605_1_nw,2021-12-01,214 days
dop10rgbi_32_385_5632_1_nw_2021,2021-06-01,"(385, 5632)",3dm_32_385_5632_1_nw,2022-01-01,214 days
dop10rgbi_32_364_5626_1_nw_2021,2021-06-01,"(364, 5626)",3dm_32_364_5626_1_nw,2022-01-01,214 days
dop10rgbi_32_405_5624_1_nw_2021,2021-06-01,"(405, 5624)",3dm_32_405_5624_1_nw,2022-01-01,214 days
dop10rgbi_32_354_5611_1_nw_2021,2021-05-01,"(354, 5611)",3dm_32_354_5611_1_nw,2021-12-01,214 days
dop10rgbi_32_395_5624_1_nw_2021,2021-06-01,"(395, 5624)",3dm_32_395_5624_1_nw,2022-01-01,214 days
dop10rgbi_32_385_5637_1_nw_2021,2021-06-01,"(385, 5637)",3dm_32_385_5637_1_nw,2022-01-01,214 days
dop10rgbi_32_395_5626_1_nw_2021,2021-06-01,"(395, 5626)",3dm_32_395_5626_1_nw,2022-01-01,214 days
dop10rgbi_32_387_5634_1_nw_2021,2021-06-01,"(387, 5634)",3dm_32_387_5634_1_nw,2022-01-01,214 days
dop10rgbi_32_356_5613_1_nw_2021,2021-05-01,"(356, 5613)",3dm_32_356_5613_1_nw,2021-12-01,214 days
dop10rgbi_32_365_5635_1_nw_2021,2021-06-01,"(365, 5635)",3dm_32_365_5635_1_nw,2022-01-01,214 days
dop10rgbi_32_359_5609_1_nw_2021,2021-05-01,"(359, 5609)",3dm_32_359_5609_1_nw,2021-12-01,214 days
dop10rgbi_32_393_5633_1_nw_2021,2021-06-01,"(393, 5633)",3dm_32_393_5633_1_nw,2022-01-01,214 days
dop10rgbi_32_362_5612_1_nw_2021,2021-05-01,"(362, 5612)",3dm_32_362_5612_1_nw,2021-12-01,214 days
dop10rgbi_32_405_5626_1_nw_2021,2021-06-01,"(405, 5626)",3dm_32_405_5626_1_nw,2022-01-01,214 days
dop10rgbi_32_353_5607_1_nw_2021,2021-05-01,"(353, 5607)",3dm_32_353_5607_1_nw,2021-12-01,214 days
dop10rgbi_32_354_5608_1_nw_2021,2021-05-01,"(354, 5608)",3dm_32_354_5608_1_nw,2021-12-01,214 days
dop10rgbi_32_366_5639_1_nw_2021,2021-06-01,"(366, 5639)",3dm_32_366_5639_1_nw,2022-01-01,214 days
dop10rgbi_32_362_5633_1_nw_2021,2021-06-01,"(362, 5633)",3dm_32_362_5633_1_nw,2022-01-01,214 days
dop10rgbi_32_346_5634_1_nw_2021,2021-06-01,"(346, 5634)",3dm_32_346_5634_1_nw,2022-01-01,214 days
dop10rgbi_32_346_5640_1_nw_2021,2021-06-01,"(346, 5640)",3dm_32_346_5640_1_nw,2022-01-01,214 days
dop10rgbi_32_381_5613_1_nw_2021,2021-05-01,"(381, 5613)",3dm_32_381_5613_1_nw,2021-12-01,214 days
dop10rgbi_32_350_5624_1_nw_2021,2021-06-01,"(350, 5624)",3dm_32_350_5624_1_nw,2022-01-01,214 days
dop10rgbi_32_383_5636_1_nw_2021,2021-06-01,"(383, 5636)",3dm_32_383_5636_1_nw,2022-01-01,214 days
dop10rgbi_32_377_5634_1_nw_2021,2021-06-01,"(377, 5634)",3dm_32_377_5634_1_nw,2022-01-01,214 days
dop10rgbi_32_347_5638_1_nw_2021,2021-06-01,"(347, 5638)",3dm_32_347_5638_1_nw,2022-01-01,214 days
dop10rgbi_32_382_5613_1_nw_2021,2021-05-01,"(382, 5613)",3dm_32_382_5613_1_nw,2021-12-01,214 days
dop10rgbi_32_373_5636_1_nw_2021,2021-06-01,"(373, 5636)",3dm_32_373_5636_1_nw,2022-01-01,214 days
dop10rgbi_32_372_5635_1_nw_2021,2021-06-01,"(372, 5635)",3dm_32_372_5635_1_nw,2022-01-01,214 days
dop10rgbi_32_373_5638_1_nw_2021,2021-06-01,"(373, 5638)",3dm_32_373_5638_1_nw,2022-01-01,214 days
dop10rgbi_32_364_5604_1_nw_2021,2021-05-01,"(364, 5604)",3dm_32_364_5604_1_nw,2021-12-01,214 days
dop10rgbi_32_394_5625_1_nw_2021,2021-06-01,"(394, 5625)",3dm_32_394_5625_1_nw,2022-01-01,214 days
dop10rgbi_32_355_5607_1_nw_2021,2021-05-01,"(355, 5607)",3dm_32_355_5607_1_nw,2021-12-01,214 days
dop10rgbi_32_362_5608_1_nw_2021,2021-05-01,"(362, 5608)",3dm_32_362_5608_1_nw,2021-12-01,214 days
dop10rgbi_32_366_5636_1_nw_2021,2021-06-01,"(366, 5636)",3dm_32_366_5636_1_nw,2022-01-01,214 days
dop10rgbi_32_393_5637_1_nw_2021,2021-06-01,"(393, 5637)",3dm_32_393_5637_1_nw,2022-01-01,214 days
dop10rgbi_32_395_5625_1_nw_2021,2021-06-01,"(395, 5625)",3dm_32_395_5625_1_nw,2022-01-01,214 days
dop10rgbi_32_405_5625_1_nw_2021,2021-06-01,"(405, 5625)",3dm_32_405_5625_1_nw,2022-01-01,214 days
dop10rgbi_32_358_5633_1_nw_2021,2021-06-01,"(358, 5633)",3dm_32_358_5633_1_nw,2022-01-01,214 days
dop10rgbi_32_374_5613_1_nw_2021,2021-05-01,"(374, 5613)",3dm_32_374_5613_1_nw,2021-12-01,214 days
dop10rgbi_32_350_5626_1_nw_2021,2021-06-01,"(350, 5626)",3dm_32_350_5626_1_nw,2022-01-01,214 days
dop10rgbi_32_373_5635_1_nw_2021,2021-06-01,"(373, 5635)",3dm_32_373_5635_1_nw,2022-01-01,214 days
dop10rgbi_32_371_5626_1_nw_2021,2021-06-01,"(371, 5626)",3dm_32_371_5626_1_nw,2022-01-01,214 days
dop10rgbi_32_387_5638_1_nw_2021,2021-06-01,"(387, 5638)",3dm_32_387_5638_1_nw,2022-01-01,214 days
dop10rgbi_32_360_5607_1_nw_2021,2021-05-01,"(360, 5607)",3dm_32_360_5607_1_nw,2021-12-01,214 days
dop10rgbi_32_361_5606_1_nw_2021,2021-05-01,"(361, 5606)",3dm_32_361_5606_1_nw,2021-12-01,214 days
dop10rgbi_32_355_5623_1_nw_2021,2021-06-01,"(355, 5623)",3dm_32_355_5623_1_nw,2022-01-01,214 days
dop10rgbi_32_382_5639_1_nw_2021,2021-06-01,"(382, 5639)",3dm_32_382_5639_1_nw,2022-01-01,214 days
dop10rgbi_32_357_5624_1_nw_2021,2021-06-01,"(357, 5624)",3dm_32_357_5624_1_nw,2022-01-01,214 days
dop10rgbi_32_378_5635_1_nw_2021,2021-06-01,"(378, 5635)",3dm_32_378_5635_1_nw,2022-01-01,214 days
dop10rgbi_32_358_5612_1_nw_2021,2021-05-01,"(358, 5612)",3dm_32_358_5612_1_nw,2021-12-01,214 days
dop10rgbi_32_366_5610_1_nw_2021,2021-05-01,"(366, 5610)",3dm_32_366_5610_1_nw,2021-12-01,214 days
dop10rgbi_32_389_5633_1_nw_2021,2021-06-01,"(389, 5633)",3dm_32_389_5633_1_nw,2022-01-01,214 days
dop10rgbi_32_399_5624_1_nw_2021,2021-06-01,"(399, 5624)",3dm_32_399_5624_1_nw,2022-01-01,214 days
dop10rgbi_32_390_5633_1_nw_2021,2021-06-01,"(390, 5633)",3dm_32_390_5633_1_nw,2022-01-01,214 days
dop10rgbi_32_350_5636_1_nw_2021,2021-06-01,"(350, 5636)",3dm_32_350_5636_1_nw,2022-01-01,214 days
dop10rgbi_32_366_5640_1_nw_2021,2021-06-01,"(366, 5640)",3dm_32_366_5640_1_nw,2022-01-01,214 days
dop10rgbi_32_349_5636_1_nw_2021,2021-06-01,"(349, 5636)",3dm_32_349_5636_1_nw,2022-01-01,214 days
dop10rgbi_32_357_5611_1_nw_2021,2021-05-01,"(357, 5611)",3dm_32_357_5611_1_nw,2021-12-01,214 days
dop10rgbi_32_388_5632_1_nw_2021,2021-06-01,"(388, 5632)",3dm_32_388_5632_1_nw,2022-01-01,214 days
dop10rgbi_32_372_5608_1_nw_2021,2021-05-01,"(372, 5608)",3dm_32_372_5608_1_nw,2021-12-01,214 days
dop10rgbi_32_353_5636_1_nw_2021,2021-06-01,"(353, 5636)",3dm_32_353_5636_1_nw,2022-01-01,214 days
dop10rgbi_32_346_5639_1_nw_2021,2021-06-01,"(346, 5639)",3dm_32_346_5639_1_nw,2022-01-01,214 days
dop10rgbi_32_385_5641_1_nw_2021,2021-06-01,"(385, 5641)",3dm_32_385_5641_1_nw,2022-01-01,214 days
dop10rgbi_32_372_5638_1_nw_2021,2021-06-01,"(372, 5638)",3dm_32_372_5638_1_nw,2022-01-01,214 days
dop10rgbi_32_347_5637_1_nw_2021,2021-06-01,"(347, 5637)",3dm_32_347_5637_1_nw,2022-01-01,214 days
dop10rgbi_32_384_5612_1_nw_2021,2021-05-01,"(384, 5612)",3dm_32_384_5612_1_nw,2021-12-01,214 days
dop10rgbi_32_353_5613_1_nw_2021,2021-05-01,"(353, 5613)",3dm_32_353_5613_1_nw,2021-12-01,214 days
dop10rgbi_32_383_5637_1_nw_2021,2021-06-01,"(383, 5637)",3dm_32_383_5637_1_nw,2022-01-01,214 days
dop10rgbi_32_384_5634_1_nw_2021,2021-06-01,"(384, 5634)",3dm_32_384_5634_1_nw,2022-01-01,214 days
dop10rgbi_32_363_5623_1_nw_2021,2021-06-01,"(363, 5623)",3dm_32_363_5623_1_nw,2022-01-01,214 days
dop10rgbi_32_377_5637_1_nw_2021,2021-06-01,"(377, 5637)",3dm_32_377_5637_1_nw,2022-01-01,214 days
dop10rgbi_32_352_5612_1_nw_2021,2021-05-01,"(352, 5612)",3dm_32_352_5612_1_nw,2021-12-01,214 days
dop10rgbi_32_383_5633_1_nw_2021,2021-06-01,"(383, 5633)",3dm_32_383_5633_1_nw,2022-01-01,214 days
dop10rgbi_32_378_5613_1_nw_2021,2021-05-01,"(378, 5613)",3dm_32_378_5613_1_nw,2021-12-01,214 days
dop10rgbi_32_364_5632_1_nw_2021,2021-06-01,"(364, 5632)",3dm_32_364_5632_1_nw,2022-01-01,214 days
dop10rgbi_32_365_5641_1_nw_2021,2021-06-01,"(365, 5641)",3dm_32_365_5641_1_nw,2022-01-01,214 days
dop10rgbi_32_361_5637_1_nw_2021,2021-06-01,"(361, 5637)",3dm_32_361_5637_1_nw,2022-01-01,214 days
dop10rgbi_32_380_5612_1_nw_2021,2021-05-01,"(380, 5612)",3dm_32_380_5612_1_nw,2021-12-01,214 days
dop10rgbi_32_376_5625_1_nw_2021,2021-06-01,"(376, 5625)",3dm_32_376_5625_1_nw,2022-01-01,214 days
dop10rgbi_32_364_5609_1_nw_2021,2021-05-01,"(364, 5609)",3dm_32_364_5609_1_nw,2021-12-01,214 days
dop10rgbi_32_385_5639_1_nw_2021,2021-06-01,"(385, 5639)",3dm_32_385_5639_1_nw,2022-01-01,214 days
dop10rgbi_32_357_5637_1_nw_2021,2021-06-01,"(357, 5637)",3dm_32_357_5637_1_nw,2022-01-01,214 days
dop10rgbi_32_388_5626_1_nw_2021,2021-06-01,"(388, 5626)",3dm_32_388_5626_1_nw,2022-01-01,214 days
dop10rgbi_32_385_5640_1_nw_2021,2021-06-01,"(385, 5640)",3dm_32_385_5640_1_nw,2022-01-01,214 days
dop10rgbi_32_356_5602_1_nw_2021,2021-05-01,"(356, 5602)",3dm_32_356_5602_1_nw,2021-12-01,214 days
dop10rgbi_32_355_5625_1_nw_2021,2021-06-01,"(355, 5625)",3dm_32_355_5625_1_nw,2022-01-01,214 days
dop10rgbi_32_346_5637_1_nw_2021,2021-06-01,"(346, 5637)",3dm_32_346_5637_1_nw,2022-01-01,214 days
dop10rgbi_32_363_5636_1_nw_2021,2021-06-01,"(363, 5636)",3dm_32_363_5636_1_nw,2022-01-01,214 days
dop10rgbi_32_351_5635_1_nw_2021,2021-06-01,"(351, 5635)",3dm_32_351_5635_1_nw,2022-01-01,214 days
dop10rgbi_32_347_5635_1_nw_2021,2021-06-01,"(347, 5635)",3dm_32_347_5635_1_nw,2022-01-01,214 days
dop10rgbi_32_379_5641_1_nw_2021,2021-06-01,"(379, 5641)",3dm_32_379_5641_1_nw,2022-01-01,214 days
dop10rgbi_32_364_5610_1_nw_2021,2021-05-01,"(364, 5610)",3dm_32_364_5610_1_nw,2021-12-01,214 days
dop10rgbi_32_349_5634_1_nw_2021,2021-06-01,"(349, 5634)",3dm_32_349_5634_1_nw,2022-01-01,214 days
dop10rgbi_32_353_5606_1_nw_2021,2021-05-01,"(353, 5606)",3dm_32_353_5606_1_nw,2021-12-01,214 days
dop10rgbi_32_350_5634_1_nw_2021,2021-06-01,"(350, 5634)",3dm_32_350_5634_1_nw,2022-01-01,214 days
dop10rgbi_32_380_5641_1_nw_2021,2021-06-01,"(380, 5641)",3dm_32_380_5641_1_nw,2022-01-01,214 days
dop10rgbi_32_380_5610_1_nw_2021,2021-05-01,"(380, 5610)",3dm_32_380_5610_1_nw,2021-12-01,214 days
dop10rgbi_32_352_5636_1_nw_2021,2021-06-01,"(352, 5636)",3dm_32_352_5636_1_nw,2022-01-01,214 days
dop10rgbi_32_379_5610_1_nw_2021,2021-05-01,"(379, 5610)",3dm_32_379_5610_1_nw,2021-12-01,214 days
dop10rgbi_32_379_5609_1_nw_2021,2021-05-01,"(379, 5609)",3dm_32_379_5609_1_nw,2021-12-01,214 days
dop10rgbi_32_357_5635_1_nw_2021,2021-06-01,"(357, 5635)",3dm_32_357_5635_1_nw,2022-01-01,214 days
dop10rgbi_32_356_5634_1_nw_2021,2021-06-01,"(356, 5634)",3dm_32_356_5634_1_nw,2022-01-01,214 days
dop10rgbi_32_356_5640_1_nw_2021,2021-06-01,"(356, 5640)",3dm_32_356_5640_1_nw,2022-01-01,214 days
dop10rgbi_32_382_5611_1_nw_2021,2021-05-01,"(382, 5611)",3dm_32_382_5611_1_nw,2021-12-01,214 days
dop10rgbi_32_393_5641_1_nw_2021,2021-06-01,"(393, 5641)",3dm_32_393_5641_1_nw,2022-01-01,214 days
dop10rgbi_32_352_5633_1_nw_2021,2021-06-01,"(352, 5633)",3dm_32_352_5633_1_nw,2022-01-01,214 days
dop10rgbi_32_357_5605_1_nw_2021,2021-05-01,"(357, 5605)",3dm_32_357_5605_1_nw,2021-12-01,214 days
dop10rgbi_32_362_5638_1_nw_2021,2021-06-01,"(362, 5638)",3dm_32_362_5638_1_nw,2022-01-01,214 days
dop10rgbi_32_387_5623_1_nw_2021,2021-06-01,"(387, 5623)",3dm_32_387_5623_1_nw,2022-01-01,214 days
dop10rgbi_32_379_5612_1_nw_2021,2021-05-01,"(379, 5612)",3dm_32_379_5612_1_nw,2021-12-01,214 days
dop10rgbi_32_363_5613_1_nw_2021,2021-05-01,"(363, 5613)",3dm_32_363_5613_1_nw,2021-12-01,214 days
dop10rgbi_32_352_5625_1_nw_2021,2021-06-01,"(352, 5625)",3dm_32_352_5625_1_nw,2022-01-01,214 days
dop10rgbi_32_382_5640_1_nw_2021,2021-06-01,"(382, 5640)",3dm_32_382_5640_1_nw,2022-01-01,214 days
dop10rgbi_32_352_5638_1_nw_2021,2021-06-01,"(352, 5638)",3dm_32_352_5638_1_nw,2022-01-01,214 days
dop10rgbi_32_355_5638_1_nw_2021,2021-06-01,"(355, 5638)",3dm_32_355_5638_1_nw,2022-01-01,214 days
dop10rgbi_32_376_5641_1_nw_2021,2021-06-01,"(376, 5641)",3dm_32_376_5641_1_nw,2022-01-01,214 days
dop10rgbi_32_351_5640_1_nw_2021,2021-06-01,"(351, 5640)",3dm_32_351_5640_1_nw,2022-01-01,214 days
dop10rgbi_32_391_5638_1_nw_2021,2021-06-01,"(391, 5638)",3dm_32_391_5638_1_nw,2022-01-01,214 days
dop10rgbi_32_367_5637_1_nw_2021,2021-06-01,"(367, 5637)",3dm_32_367_5637_1_nw,2022-01-01,214 days
dop10rgbi_32_382_5624_1_nw_2021,2021-06-01,"(382, 5624)",3dm_32_382_5624_1_nw,2022-01-01,214 days
dop10rgbi_32_368_5612_1_nw_2021,2021-05-01,"(368, 5612)",3dm_32_368_5612_1_nw,2021-12-01,214 days
dop10rgbi_32_358_5605_1_nw_2021,2021-05-01,"(358, 5605)",3dm_32_358_5605_1_nw,2021-12-01,214 days
dop10rgbi_32_350_5640_1_nw_2021,2021-06-01,"(350, 5640)",3dm_32_350_5640_1_nw,2022-01-01,214 days
dop10rgbi_32_351_5639_1_nw_2021,2021-06-01,"(351, 5639)",3dm_32_351_5639_1_nw,2022-01-01,214 days
dop10rgbi_32_349_5640_1_nw_2021,2021-06-01,"(349, 5640)",3dm_32_349_5640_1_nw,2022-01-01,214 days
dop10rgbi_32_350_5639_1_nw_2021,2021-06-01,"(350, 5639)",3dm_32_350_5639_1_nw,2022-01-01,214 days
dop10rgbi_32_359_5607_1_nw_2021,2021-05-01,"(359, 5607)",3dm_32_359_5607_1_nw,2021-12-01,214 days
dop10rgbi_32_349_5639_1_nw_2021,2021-06-01,"(349, 5639)",3dm_32_349_5639_1_nw,2022-01-01,214 days
dop10rgbi_32_353_5634_1_nw_2021,2021-06-01,"(353, 5634)",3dm_32_353_5634_1_nw,2022-01-01,214 days
dop10rgbi_32_389_5626_1_nw_2021,2021-06-01,"(389, 5626)",3dm_32_389_5626_1_nw,2022-01-01,214 days
dop10rgbi_32_390_5626_1_nw_2021,2021-06-01,"(390, 5626)",3dm_32_390_5626_1_nw,2022-01-01,214 days
dop10rgbi_32_400_5626_1_nw_2021,2021-06-01,"(400, 5626)",3dm_32_400_5626_1_nw,2022-01-01,214 days
dop10rgbi_32_357_5632_1_nw_2021,2021-06-01,"(357, 5632)",3dm_32_357_5632_1_nw,2022-01-01,214 days
dop10rgbi_32_378_5637_1_nw_2021,2021-06-01,"(378, 5637)",3dm_32_378_5637_1_nw,2022-01-01,214 days
dop10rgbi_32_374_5611_1_nw_2021,2021-05-01,"(374, 5611)",3dm_32_374_5611_1_nw,2021-12-01,214 days
dop10rgbi_32_397_5626_1_nw_2021,2021-06-01,"(397, 5626)",3dm_32_397_5626_1_nw,2022-01-01,214 days
dop10rgbi_32_356_5639_1_nw_2021,2021-06-01,"(356, 5639)",3dm_32_356_5639_1_nw,2022-01-01,214 days
dop10rgbi_32_383_5641_1_nw_2021,2021-06-01,"(383, 5641)",3dm_32_383_5641_1_nw,2022-01-01,214 days
dop10rgbi_32_363_5640_1_nw_2021,2021-06-01,"(363, 5640)",3dm_32_363_5640_1_nw,2022-01-01,214 days
dop10rgbi_32_371_5612_1_nw_2021,2021-05-01,"(371, 5612)",3dm_32_371_5612_1_nw,2021-12-01,214 days
dop10rgbi_32_404_5624_1_nw_2021,2021-06-01,"(404, 5624)",3dm_32_404_5624_1_nw,2022-01-01,214 days
dop10rgbi_32_385_5634_1_nw_2021,2021-06-01,"(385, 5634)",3dm_32_385_5634_1_nw,2022-01-01,214 days
