Kachelname_img,Aktualitaet_img,coords,Kachelname_pc,Aktualitaet_pc,diff
dop10rgbi_32_363_5777_1_nw_2022,2022-02-01,"(363, 5777)",3dm_32_363_5777_1_nw,2019-12-01,793 days
dop10rgbi_32_364_5776_1_nw_2022,2022-02-01,"(364, 5776)",3dm_32_364_5776_1_nw,2019-12-01,793 days
dop10rgbi_32_360_5754_1_nw_2022,2022-02-01,"(360, 5754)",3dm_32_360_5754_1_nw,2019-12-01,793 days
dop10rgbi_32_359_5754_1_nw_2022,2022-02-01,"(359, 5754)",3dm_32_359_5754_1_nw,2019-12-01,793 days
dop10rgbi_32_427_5731_1_nw_2022,2022-02-01,"(427, 5731)",3dm_32_427_5731_1_nw,2019-12-01,793 days
dop10rgbi_32_347_5752_1_nw_2022,2022-02-01,"(347, 5752)",3dm_32_347_5752_1_nw,2019-12-01,793 days
dop10rgbi_32_358_5780_1_nw_2022,2022-02-01,"(358, 5780)",3dm_32_358_5780_1_nw,2019-12-01,793 days
dop10rgbi_32_347_5736_1_nw_2022,2022-02-01,"(347, 5736)",3dm_32_347_5736_1_nw,2019-12-01,793 days
dop10rgbi_32_355_5745_1_nw_2022,2022-02-01,"(355, 5745)",3dm_32_355_5745_1_nw,2019-12-01,793 days
dop10rgbi_32_358_5779_1_nw_2022,2022-02-01,"(358, 5779)",3dm_32_358_5779_1_nw,2019-12-01,793 days
dop10rgbi_32_355_5742_1_nw_2022,2022-02-01,"(355, 5742)",3dm_32_355_5742_1_nw,2019-12-01,793 days
dop10rgbi_32_429_5730_1_nw_2022,2022-02-01,"(429, 5730)",3dm_32_429_5730_1_nw,2019-12-01,793 days
dop10rgbi_32_369_5744_1_nw_2022,2022-02-01,"(369, 5744)",3dm_32_369_5744_1_nw,2019-12-01,793 days
dop10rgbi_32_366_5748_1_nw_2022,2022-02-01,"(366, 5748)",3dm_32_366_5748_1_nw,2019-12-01,793 days
dop10rgbi_32_365_5779_1_nw_2022,2022-02-01,"(365, 5779)",3dm_32_365_5779_1_nw,2019-12-01,793 days
dop10rgbi_32_369_5743_1_nw_2022,2022-02-01,"(369, 5743)",3dm_32_369_5743_1_nw,2019-12-01,793 days
dop10rgbi_32_353_5745_1_nw_2022,2022-02-01,"(353, 5745)",3dm_32_353_5745_1_nw,2019-12-01,793 days
dop10rgbi_32_369_5752_1_nw_2022,2022-02-01,"(369, 5752)",3dm_32_369_5752_1_nw,2019-12-01,793 days
dop10rgbi_32_347_5738_1_nw_2022,2022-02-01,"(347, 5738)",3dm_32_347_5738_1_nw,2019-12-01,793 days
dop10rgbi_32_355_5776_1_nw_2022,2022-02-01,"(355, 5776)",3dm_32_355_5776_1_nw,2019-12-01,793 days
dop10rgbi_32_362_5743_1_nw_2022,2022-02-01,"(362, 5743)",3dm_32_362_5743_1_nw,2019-12-01,793 days
dop10rgbi_32_375_5742_1_nw_2022,2022-02-01,"(375, 5742)",3dm_32_375_5742_1_nw,2019-12-01,793 days
dop10rgbi_32_362_5777_1_nw_2022,2022-02-01,"(362, 5777)",3dm_32_362_5777_1_nw,2019-12-01,793 days
dop10rgbi_32_366_5788_1_nw_2022,2022-02-01,"(366, 5788)",3dm_32_366_5788_1_nw,2019-12-01,793 days
dop10rgbi_32_348_5739_1_nw_2022,2022-02-01,"(348, 5739)",3dm_32_348_5739_1_nw,2019-12-01,793 days
dop10rgbi_32_348_5740_1_nw_2022,2022-02-01,"(348, 5740)",3dm_32_348_5740_1_nw,2019-12-01,793 days
dop10rgbi_32_364_5749_1_nw_2022,2022-02-01,"(364, 5749)",3dm_32_364_5749_1_nw,2019-12-01,793 days
dop10rgbi_32_359_5778_1_nw_2022,2022-02-01,"(359, 5778)",3dm_32_359_5778_1_nw,2019-12-01,793 days
dop10rgbi_32_364_5750_1_nw_2022,2022-02-01,"(364, 5750)",3dm_32_364_5750_1_nw,2019-12-01,793 days
dop10rgbi_32_357_5741_1_nw_2022,2022-02-01,"(357, 5741)",3dm_32_357_5741_1_nw,2019-12-01,793 days
dop10rgbi_32_358_5749_1_nw_2022,2022-02-01,"(358, 5749)",3dm_32_358_5749_1_nw,2019-12-01,793 days
dop10rgbi_32_356_5744_1_nw_2022,2022-02-01,"(356, 5744)",3dm_32_356_5744_1_nw,2019-12-01,793 days
dop10rgbi_32_370_5743_1_nw_2022,2022-02-01,"(370, 5743)",3dm_32_370_5743_1_nw,2019-12-01,793 days
dop10rgbi_32_361_5744_1_nw_2022,2022-02-01,"(361, 5744)",3dm_32_361_5744_1_nw,2019-12-01,793 days
dop10rgbi_32_353_5756_1_nw_2022,2022-02-01,"(353, 5756)",3dm_32_353_5756_1_nw,2019-12-01,793 days
dop10rgbi_32_358_5744_1_nw_2022,2022-02-01,"(358, 5744)",3dm_32_358_5744_1_nw,2019-12-01,793 days
dop10rgbi_32_356_5776_1_nw_2022,2022-02-01,"(356, 5776)",3dm_32_356_5776_1_nw,2019-12-01,793 days
dop10rgbi_32_358_5745_1_nw_2022,2022-02-01,"(358, 5745)",3dm_32_358_5745_1_nw,2019-12-01,793 days
dop10rgbi_32_427_5728_1_nw_2022,2022-02-01,"(427, 5728)",3dm_32_427_5728_1_nw,2019-12-01,793 days
dop10rgbi_32_358_5759_1_nw_2022,2022-02-01,"(358, 5759)",3dm_32_358_5759_1_nw,2019-12-01,793 days
dop10rgbi_32_362_5761_1_nw_2022,2022-02-01,"(362, 5761)",3dm_32_362_5761_1_nw,2019-12-01,793 days
dop10rgbi_32_364_5744_1_nw_2022,2022-02-01,"(364, 5744)",3dm_32_364_5744_1_nw,2019-12-01,793 days
dop10rgbi_32_361_5781_1_nw_2022,2022-02-01,"(361, 5781)",3dm_32_361_5781_1_nw,2019-12-01,793 days
dop10rgbi_32_351_5777_1_nw_2022,2022-02-01,"(351, 5777)",3dm_32_351_5777_1_nw,2019-12-01,793 days
dop10rgbi_32_378_5742_1_nw_2022,2022-02-01,"(378, 5742)",3dm_32_378_5742_1_nw,2019-12-01,793 days
dop10rgbi_32_355_5778_1_nw_2022,2022-02-01,"(355, 5778)",3dm_32_355_5778_1_nw,2019-12-01,793 days
dop10rgbi_32_352_5759_1_nw_2022,2022-02-01,"(352, 5759)",3dm_32_352_5759_1_nw,2019-12-01,793 days
dop10rgbi_32_352_5760_1_nw_2022,2022-02-01,"(352, 5760)",3dm_32_352_5760_1_nw,2019-12-01,793 days
dop10rgbi_32_356_5778_1_nw_2022,2022-02-01,"(356, 5778)",3dm_32_356_5778_1_nw,2019-12-01,793 days
dop10rgbi_32_358_5750_1_nw_2022,2022-02-01,"(358, 5750)",3dm_32_358_5750_1_nw,2019-12-01,793 days
dop10rgbi_32_357_5748_1_nw_2022,2022-02-01,"(357, 5748)",3dm_32_357_5748_1_nw,2019-12-01,793 days
dop10rgbi_32_355_5780_1_nw_2022,2022-02-01,"(355, 5780)",3dm_32_355_5780_1_nw,2019-12-01,793 days
dop10rgbi_32_363_5745_1_nw_2022,2022-02-01,"(363, 5745)",3dm_32_363_5745_1_nw,2019-12-01,793 days
dop10rgbi_32_363_5747_1_nw_2022,2022-02-01,"(363, 5747)",3dm_32_363_5747_1_nw,2019-12-01,793 days
dop10rgbi_32_354_5763_1_nw_2022,2022-02-01,"(354, 5763)",3dm_32_354_5763_1_nw,2019-12-01,793 days
dop10rgbi_32_363_5750_1_nw_2022,2022-02-01,"(363, 5750)",3dm_32_363_5750_1_nw,2019-12-01,793 days
dop10rgbi_32_348_5759_1_nw_2022,2022-02-01,"(348, 5759)",3dm_32_348_5759_1_nw,2019-12-01,793 days
dop10rgbi_32_365_5743_1_nw_2022,2022-02-01,"(365, 5743)",3dm_32_365_5743_1_nw,2019-12-01,793 days
dop10rgbi_32_348_5741_1_nw_2022,2022-02-01,"(348, 5741)",3dm_32_348_5741_1_nw,2019-12-01,793 days
dop10rgbi_32_361_5745_1_nw_2022,2022-02-01,"(361, 5745)",3dm_32_361_5745_1_nw,2019-12-01,793 days
dop10rgbi_32_352_5737_1_nw_2022,2022-02-01,"(352, 5737)",3dm_32_352_5737_1_nw,2019-12-01,793 days
dop10rgbi_32_364_5762_1_nw_2022,2022-02-01,"(364, 5762)",3dm_32_364_5762_1_nw,2019-12-01,793 days
dop10rgbi_32_354_5745_1_nw_2022,2022-02-01,"(354, 5745)",3dm_32_354_5745_1_nw,2019-12-01,793 days
dop10rgbi_32_363_5752_1_nw_2022,2022-02-01,"(363, 5752)",3dm_32_363_5752_1_nw,2019-12-01,793 days
dop10rgbi_32_356_5748_1_nw_2022,2022-02-01,"(356, 5748)",3dm_32_356_5748_1_nw,2019-12-01,793 days
dop10rgbi_32_359_5755_1_nw_2022,2022-02-01,"(359, 5755)",3dm_32_359_5755_1_nw,2019-12-01,793 days
dop10rgbi_32_364_5777_1_nw_2022,2022-02-01,"(364, 5777)",3dm_32_364_5777_1_nw,2019-12-01,793 days
dop10rgbi_32_353_5761_1_nw_2022,2022-02-01,"(353, 5761)",3dm_32_353_5761_1_nw,2019-12-01,793 days
dop10rgbi_32_361_5763_1_nw_2022,2022-02-01,"(361, 5763)",3dm_32_361_5763_1_nw,2019-12-01,793 days
dop10rgbi_32_366_5747_1_nw_2022,2022-02-01,"(366, 5747)",3dm_32_366_5747_1_nw,2019-12-01,793 days
dop10rgbi_32_350_5748_1_nw_2022,2022-02-01,"(350, 5748)",3dm_32_350_5748_1_nw,2019-12-01,793 days
dop10rgbi_32_354_5748_1_nw_2022,2022-02-01,"(354, 5748)",3dm_32_354_5748_1_nw,2019-12-01,793 days
dop10rgbi_32_350_5753_1_nw_2022,2022-02-01,"(350, 5753)",3dm_32_350_5753_1_nw,2019-12-01,793 days
dop10rgbi_32_357_5746_1_nw_2022,2022-02-01,"(357, 5746)",3dm_32_357_5746_1_nw,2019-12-01,793 days
dop10rgbi_32_367_5744_1_nw_2022,2022-02-01,"(367, 5744)",3dm_32_367_5744_1_nw,2019-12-01,793 days
dop10rgbi_32_366_5777_1_nw_2022,2022-02-01,"(366, 5777)",3dm_32_366_5777_1_nw,2019-12-01,793 days
dop10rgbi_32_353_5754_1_nw_2022,2022-02-01,"(353, 5754)",3dm_32_353_5754_1_nw,2019-12-01,793 days
dop10rgbi_32_366_5746_1_nw_2022,2022-02-01,"(366, 5746)",3dm_32_366_5746_1_nw,2019-12-01,793 days
dop10rgbi_32_362_5750_1_nw_2022,2022-02-01,"(362, 5750)",3dm_32_362_5750_1_nw,2019-12-01,793 days
dop10rgbi_32_352_5758_1_nw_2022,2022-02-01,"(352, 5758)",3dm_32_352_5758_1_nw,2019-12-01,793 days
dop10rgbi_32_353_5738_1_nw_2022,2022-02-01,"(353, 5738)",3dm_32_353_5738_1_nw,2019-12-01,793 days
dop10rgbi_32_424_5728_1_nw_2022,2022-02-01,"(424, 5728)",3dm_32_424_5728_1_nw,2019-12-01,793 days
dop10rgbi_32_367_5750_1_nw_2022,2022-02-01,"(367, 5750)",3dm_32_367_5750_1_nw,2019-12-01,793 days
dop10rgbi_32_362_5749_1_nw_2022,2022-02-01,"(362, 5749)",3dm_32_362_5749_1_nw,2019-12-01,793 days
dop10rgbi_32_372_5743_1_nw_2022,2022-02-01,"(372, 5743)",3dm_32_372_5743_1_nw,2019-12-01,793 days
dop10rgbi_32_349_5742_1_nw_2022,2022-02-01,"(349, 5742)",3dm_32_349_5742_1_nw,2019-12-01,793 days
dop10rgbi_32_358_5778_1_nw_2022,2022-02-01,"(358, 5778)",3dm_32_358_5778_1_nw,2019-12-01,793 days
dop10rgbi_32_360_5762_1_nw_2022,2022-02-01,"(360, 5762)",3dm_32_360_5762_1_nw,2019-12-01,793 days
dop10rgbi_32_363_5782_1_nw_2022,2022-02-01,"(363, 5782)",3dm_32_363_5782_1_nw,2019-12-01,793 days
dop10rgbi_32_356_5753_1_nw_2022,2022-02-01,"(356, 5753)",3dm_32_356_5753_1_nw,2019-12-01,793 days
dop10rgbi_32_360_5755_1_nw_2022,2022-02-01,"(360, 5755)",3dm_32_360_5755_1_nw,2019-12-01,793 days
dop10rgbi_32_351_5750_1_nw_2022,2022-02-01,"(351, 5750)",3dm_32_351_5750_1_nw,2019-12-01,793 days
dop10rgbi_32_347_5740_1_nw_2022,2022-02-01,"(347, 5740)",3dm_32_347_5740_1_nw,2019-12-01,793 days
dop10rgbi_32_347_5739_1_nw_2022,2022-02-01,"(347, 5739)",3dm_32_347_5739_1_nw,2019-12-01,793 days
dop10rgbi_32_354_5743_1_nw_2022,2022-02-01,"(354, 5743)",3dm_32_354_5743_1_nw,2019-12-01,793 days
dop10rgbi_32_351_5749_1_nw_2022,2022-02-01,"(351, 5749)",3dm_32_351_5749_1_nw,2019-12-01,793 days
dop10rgbi_32_356_5739_1_nw_2022,2022-02-01,"(356, 5739)",3dm_32_356_5739_1_nw,2019-12-01,793 days
dop10rgbi_32_356_5740_1_nw_2022,2022-02-01,"(356, 5740)",3dm_32_356_5740_1_nw,2019-12-01,793 days
dop10rgbi_32_368_5748_1_nw_2022,2022-02-01,"(368, 5748)",3dm_32_368_5748_1_nw,2019-12-01,793 days
dop10rgbi_32_368_5744_1_nw_2022,2022-02-01,"(368, 5744)",3dm_32_368_5744_1_nw,2019-12-01,793 days
dop10rgbi_32_355_5752_1_nw_2022,2022-02-01,"(355, 5752)",3dm_32_355_5752_1_nw,2019-12-01,793 days
dop10rgbi_32_362_5783_1_nw_2022,2022-02-01,"(362, 5783)",3dm_32_362_5783_1_nw,2019-12-01,793 days
dop10rgbi_32_347_5776_1_nw_2022,2022-02-01,"(347, 5776)",3dm_32_347_5776_1_nw,2019-12-01,793 days
dop10rgbi_32_350_5742_1_nw_2022,2022-02-01,"(350, 5742)",3dm_32_350_5742_1_nw,2019-12-01,793 days
dop10rgbi_32_359_5747_1_nw_2022,2022-02-01,"(359, 5747)",3dm_32_359_5747_1_nw,2019-12-01,793 days
dop10rgbi_32_362_5757_1_nw_2022,2022-02-01,"(362, 5757)",3dm_32_362_5757_1_nw,2019-12-01,793 days
dop10rgbi_32_361_5742_1_nw_2022,2022-02-01,"(361, 5742)",3dm_32_361_5742_1_nw,2019-12-01,793 days
dop10rgbi_32_361_5786_1_nw_2022,2022-02-01,"(361, 5786)",3dm_32_361_5786_1_nw,2019-12-01,793 days
dop10rgbi_32_359_5762_1_nw_2022,2022-02-01,"(359, 5762)",3dm_32_359_5762_1_nw,2019-12-01,793 days
dop10rgbi_32_357_5757_1_nw_2022,2022-02-01,"(357, 5757)",3dm_32_357_5757_1_nw,2019-12-01,793 days
dop10rgbi_32_363_5749_1_nw_2022,2022-02-01,"(363, 5749)",3dm_32_363_5749_1_nw,2019-12-01,793 days
dop10rgbi_32_368_5751_1_nw_2022,2022-02-01,"(368, 5751)",3dm_32_368_5751_1_nw,2019-12-01,793 days
dop10rgbi_32_427_5720_1_nw_2022,2022-02-01,"(427, 5720)",3dm_32_427_5720_1_nw,2019-12-01,793 days
dop10rgbi_32_358_5753_1_nw_2022,2022-02-01,"(358, 5753)",3dm_32_358_5753_1_nw,2019-12-01,793 days
dop10rgbi_32_363_5756_1_nw_2022,2022-02-01,"(363, 5756)",3dm_32_363_5756_1_nw,2019-12-01,793 days
dop10rgbi_32_355_5753_1_nw_2022,2022-02-01,"(355, 5753)",3dm_32_355_5753_1_nw,2019-12-01,793 days
dop10rgbi_32_361_5778_1_nw_2022,2022-02-01,"(361, 5778)",3dm_32_361_5778_1_nw,2019-12-01,793 days
dop10rgbi_32_360_5747_1_nw_2022,2022-02-01,"(360, 5747)",3dm_32_360_5747_1_nw,2019-12-01,793 days
dop10rgbi_32_427_5719_1_nw_2022,2022-02-01,"(427, 5719)",3dm_32_427_5719_1_nw,2019-12-01,793 days
dop10rgbi_32_368_5745_1_nw_2022,2022-02-01,"(368, 5745)",3dm_32_368_5745_1_nw,2019-12-01,793 days
dop10rgbi_32_366_5744_1_nw_2022,2022-02-01,"(366, 5744)",3dm_32_366_5744_1_nw,2019-12-01,793 days
dop10rgbi_32_365_5748_1_nw_2022,2022-02-01,"(365, 5748)",3dm_32_365_5748_1_nw,2019-12-01,793 days
dop10rgbi_32_351_5741_1_nw_2022,2022-02-01,"(351, 5741)",3dm_32_351_5741_1_nw,2019-12-01,793 days
dop10rgbi_32_348_5746_1_nw_2022,2022-02-01,"(348, 5746)",3dm_32_348_5746_1_nw,2019-12-01,793 days
dop10rgbi_32_350_5763_1_nw_2022,2022-02-01,"(350, 5763)",3dm_32_350_5763_1_nw,2019-12-01,793 days
dop10rgbi_32_352_5755_1_nw_2022,2022-02-01,"(352, 5755)",3dm_32_352_5755_1_nw,2019-12-01,793 days
dop10rgbi_32_348_5749_1_nw_2022,2022-02-01,"(348, 5749)",3dm_32_348_5749_1_nw,2019-12-01,793 days
dop10rgbi_32_363_5786_1_nw_2022,2022-02-01,"(363, 5786)",3dm_32_363_5786_1_nw,2019-12-01,793 days
dop10rgbi_32_362_5751_1_nw_2022,2022-02-01,"(362, 5751)",3dm_32_362_5751_1_nw,2019-12-01,793 days
dop10rgbi_32_348_5750_1_nw_2022,2022-02-01,"(348, 5750)",3dm_32_348_5750_1_nw,2019-12-01,793 days
dop10rgbi_32_377_5742_1_nw_2022,2022-02-01,"(377, 5742)",3dm_32_377_5742_1_nw,2019-12-01,793 days
dop10rgbi_32_354_5740_1_nw_2022,2022-02-01,"(354, 5740)",3dm_32_354_5740_1_nw,2019-12-01,793 days
dop10rgbi_32_348_5744_1_nw_2022,2022-02-01,"(348, 5744)",3dm_32_348_5744_1_nw,2019-12-01,793 days
dop10rgbi_32_362_5752_1_nw_2022,2022-02-01,"(362, 5752)",3dm_32_362_5752_1_nw,2019-12-01,793 days
dop10rgbi_32_363_5746_1_nw_2022,2022-02-01,"(363, 5746)",3dm_32_363_5746_1_nw,2019-12-01,793 days
dop10rgbi_32_349_5753_1_nw_2022,2022-02-01,"(349, 5753)",3dm_32_349_5753_1_nw,2019-12-01,793 days
dop10rgbi_32_364_5760_1_nw_2022,2022-02-01,"(364, 5760)",3dm_32_364_5760_1_nw,2019-12-01,793 days
dop10rgbi_32_366_5783_1_nw_2022,2022-02-01,"(366, 5783)",3dm_32_366_5783_1_nw,2019-12-01,793 days
dop10rgbi_32_357_5753_1_nw_2022,2022-02-01,"(357, 5753)",3dm_32_357_5753_1_nw,2019-12-01,793 days
dop10rgbi_32_367_5748_1_nw_2022,2022-02-01,"(367, 5748)",3dm_32_367_5748_1_nw,2019-12-01,793 days
dop10rgbi_32_352_5754_1_nw_2022,2022-02-01,"(352, 5754)",3dm_32_352_5754_1_nw,2019-12-01,793 days
dop10rgbi_32_364_5786_1_nw_2022,2022-02-01,"(364, 5786)",3dm_32_364_5786_1_nw,2019-12-01,793 days
dop10rgbi_32_359_5744_1_nw_2022,2022-02-01,"(359, 5744)",3dm_32_359_5744_1_nw,2019-12-01,793 days
dop10rgbi_32_367_5749_1_nw_2022,2022-02-01,"(367, 5749)",3dm_32_367_5749_1_nw,2019-12-01,793 days
dop10rgbi_32_360_5744_1_nw_2022,2022-02-01,"(360, 5744)",3dm_32_360_5744_1_nw,2019-12-01,793 days
dop10rgbi_32_368_5746_1_nw_2022,2022-02-01,"(368, 5746)",3dm_32_368_5746_1_nw,2019-12-01,793 days
dop10rgbi_32_367_5751_1_nw_2022,2022-02-01,"(367, 5751)",3dm_32_367_5751_1_nw,2019-12-01,793 days
dop10rgbi_32_361_5751_1_nw_2022,2022-02-01,"(361, 5751)",3dm_32_361_5751_1_nw,2019-12-01,793 days
dop10rgbi_32_374_5743_1_nw_2022,2022-02-01,"(374, 5743)",3dm_32_374_5743_1_nw,2019-12-01,793 days
dop10rgbi_32_362_5747_1_nw_2022,2022-02-01,"(362, 5747)",3dm_32_362_5747_1_nw,2019-12-01,793 days
dop10rgbi_32_367_5746_1_nw_2022,2022-02-01,"(367, 5746)",3dm_32_367_5746_1_nw,2019-12-01,793 days
dop10rgbi_32_354_5739_1_nw_2022,2022-02-01,"(354, 5739)",3dm_32_354_5739_1_nw,2019-12-01,793 days
dop10rgbi_32_349_5748_1_nw_2022,2022-02-01,"(349, 5748)",3dm_32_349_5748_1_nw,2019-12-01,793 days
dop10rgbi_32_364_5752_1_nw_2022,2022-02-01,"(364, 5752)",3dm_32_364_5752_1_nw,2019-12-01,793 days
dop10rgbi_32_365_5746_1_nw_2022,2022-02-01,"(365, 5746)",3dm_32_365_5746_1_nw,2019-12-01,793 days
dop10rgbi_32_363_5789_1_nw_2022,2022-02-01,"(363, 5789)",3dm_32_363_5789_1_nw,2019-12-01,793 days
dop10rgbi_32_379_5743_1_nw_2022,2022-02-01,"(379, 5743)",3dm_32_379_5743_1_nw,2019-12-01,793 days
dop10rgbi_32_358_5761_1_nw_2022,2022-02-01,"(358, 5761)",3dm_32_358_5761_1_nw,2019-12-01,793 days
dop10rgbi_32_348_5762_1_nw_2022,2022-02-01,"(348, 5762)",3dm_32_348_5762_1_nw,2019-12-01,793 days
dop10rgbi_32_365_5789_1_nw_2022,2022-02-01,"(365, 5789)",3dm_32_365_5789_1_nw,2019-12-01,793 days
dop10rgbi_32_363_5743_1_nw_2022,2022-02-01,"(363, 5743)",3dm_32_363_5743_1_nw,2019-12-01,793 days
dop10rgbi_32_349_5763_1_nw_2022,2022-02-01,"(349, 5763)",3dm_32_349_5763_1_nw,2019-12-01,793 days
dop10rgbi_32_361_5755_1_nw_2022,2022-02-01,"(361, 5755)",3dm_32_361_5755_1_nw,2019-12-01,793 days
dop10rgbi_32_364_5759_1_nw_2022,2022-02-01,"(364, 5759)",3dm_32_364_5759_1_nw,2019-12-01,793 days
dop10rgbi_32_352_5747_1_nw_2022,2022-02-01,"(352, 5747)",3dm_32_352_5747_1_nw,2019-12-01,793 days
dop10rgbi_32_348_5736_1_nw_2022,2022-02-01,"(348, 5736)",3dm_32_348_5736_1_nw,2019-12-01,793 days
dop10rgbi_32_361_5748_1_nw_2022,2022-02-01,"(361, 5748)",3dm_32_361_5748_1_nw,2019-12-01,793 days
dop10rgbi_32_305_5693_1_nw_2022,2022-05-01,"(305, 5693)",3dm_32_305_5693_1_nw,2020-02-01,820 days
dop10rgbi_32_304_5688_1_nw_2022,2022-05-01,"(304, 5688)",3dm_32_304_5688_1_nw,2020-02-01,820 days
dop10rgbi_32_302_5688_1_nw_2022,2022-05-01,"(302, 5688)",3dm_32_302_5688_1_nw,2020-02-01,820 days
dop10rgbi_32_306_5693_1_nw_2022,2022-05-01,"(306, 5693)",3dm_32_306_5693_1_nw,2020-02-01,820 days
dop10rgbi_32_304_5692_1_nw_2022,2022-05-01,"(304, 5692)",3dm_32_304_5692_1_nw,2020-02-01,820 days
dop10rgbi_32_305_5688_1_nw_2022,2022-05-01,"(305, 5688)",3dm_32_305_5688_1_nw,2020-02-01,820 days
dop10rgbi_32_312_5687_1_nw_2022,2022-05-01,"(312, 5687)",3dm_32_312_5687_1_nw,2020-02-01,820 days
dop10rgbi_32_310_5688_1_nw_2022,2022-05-01,"(310, 5688)",3dm_32_310_5688_1_nw,2020-02-01,820 days
dop10rgbi_32_309_5694_1_nw_2022,2022-05-01,"(309, 5694)",3dm_32_309_5694_1_nw,2020-02-01,820 days
dop10rgbi_32_309_5688_1_nw_2022,2022-05-01,"(309, 5688)",3dm_32_309_5688_1_nw,2020-02-01,820 days
dop10rgbi_32_303_5688_1_nw_2022,2022-05-01,"(303, 5688)",3dm_32_303_5688_1_nw,2020-02-01,820 days
dop10rgbi_32_313_5687_1_nw_2022,2022-05-01,"(313, 5687)",3dm_32_313_5687_1_nw,2020-02-01,820 days
dop10rgbi_32_307_5686_1_nw_2022,2022-05-01,"(307, 5686)",3dm_32_307_5686_1_nw,2020-02-01,820 days
dop10rgbi_32_304_5690_1_nw_2022,2022-05-01,"(304, 5690)",3dm_32_304_5690_1_nw,2020-02-01,820 days
dop10rgbi_32_309_5695_1_nw_2022,2022-05-01,"(309, 5695)",3dm_32_309_5695_1_nw,2020-02-01,820 days
dop10rgbi_32_301_5687_1_nw_2022,2022-05-01,"(301, 5687)",3dm_32_301_5687_1_nw,2020-02-01,820 days
dop10rgbi_32_304_5689_1_nw_2022,2022-05-01,"(304, 5689)",3dm_32_304_5689_1_nw,2020-02-01,820 days
dop10rgbi_32_313_5690_1_nw_2022,2022-05-01,"(313, 5690)",3dm_32_313_5690_1_nw,2020-02-01,820 days
dop10rgbi_32_313_5689_1_nw_2022,2022-05-01,"(313, 5689)",3dm_32_313_5689_1_nw,2020-02-01,820 days
dop10rgbi_32_308_5688_1_nw_2022,2022-05-01,"(308, 5688)",3dm_32_308_5688_1_nw,2020-02-01,820 days
dop10rgbi_32_301_5686_1_nw_2022,2022-05-01,"(301, 5686)",3dm_32_301_5686_1_nw,2020-02-01,820 days
dop10rgbi_32_311_5687_1_nw_2022,2022-05-01,"(311, 5687)",3dm_32_311_5687_1_nw,2020-02-01,820 days
dop10rgbi_32_301_5689_1_nw_2022,2022-05-01,"(301, 5689)",3dm_32_301_5689_1_nw,2020-02-01,820 days
dop10rgbi_32_310_5695_1_nw_2022,2022-05-01,"(310, 5695)",3dm_32_310_5695_1_nw,2020-02-01,820 days
dop10rgbi_32_306_5694_1_nw_2022,2022-05-01,"(306, 5694)",3dm_32_306_5694_1_nw,2020-02-01,820 days
dop10rgbi_32_308_5691_1_nw_2022,2022-05-01,"(308, 5691)",3dm_32_308_5691_1_nw,2020-02-01,820 days
dop10rgbi_32_304_5691_1_nw_2022,2022-05-01,"(304, 5691)",3dm_32_304_5691_1_nw,2020-02-01,820 days
dop10rgbi_32_313_5694_1_nw_2022,2022-05-01,"(313, 5694)",3dm_32_313_5694_1_nw,2020-02-01,820 days
dop10rgbi_32_303_5687_1_nw_2022,2022-05-01,"(303, 5687)",3dm_32_303_5687_1_nw,2020-02-01,820 days
dop10rgbi_32_311_5695_1_nw_2022,2022-05-01,"(311, 5695)",3dm_32_311_5695_1_nw,2020-02-01,820 days
dop10rgbi_32_311_5694_1_nw_2022,2022-05-01,"(311, 5694)",3dm_32_311_5694_1_nw,2020-02-01,820 days
dop10rgbi_32_306_5688_1_nw_2022,2022-05-01,"(306, 5688)",3dm_32_306_5688_1_nw,2020-02-01,820 days
dop10rgbi_32_311_5692_1_nw_2022,2022-05-01,"(311, 5692)",3dm_32_311_5692_1_nw,2020-02-01,820 days
dop10rgbi_32_305_5690_1_nw_2022,2022-05-01,"(305, 5690)",3dm_32_305_5690_1_nw,2020-02-01,820 days
dop10rgbi_32_307_5693_1_nw_2022,2022-05-01,"(307, 5693)",3dm_32_307_5693_1_nw,2020-02-01,820 days
dop10rgbi_32_308_5689_1_nw_2022,2022-05-01,"(308, 5689)",3dm_32_308_5689_1_nw,2020-02-01,820 days
dop10rgbi_32_308_5687_1_nw_2022,2022-05-01,"(308, 5687)",3dm_32_308_5687_1_nw,2020-02-01,820 days
dop10rgbi_32_310_5692_1_nw_2022,2022-05-01,"(310, 5692)",3dm_32_310_5692_1_nw,2020-02-01,820 days
dop10rgbi_32_310_5691_1_nw_2022,2022-05-01,"(310, 5691)",3dm_32_310_5691_1_nw,2020-02-01,820 days
dop10rgbi_32_300_5687_1_nw_2022,2022-05-01,"(300, 5687)",3dm_32_300_5687_1_nw,2020-02-01,820 days
dop10rgbi_32_304_5686_1_nw_2022,2022-05-01,"(304, 5686)",3dm_32_304_5686_1_nw,2020-02-01,820 days
dop10rgbi_32_309_5689_1_nw_2022,2022-05-01,"(309, 5689)",3dm_32_309_5689_1_nw,2020-02-01,820 days
dop10rgbi_32_310_5690_1_nw_2022,2022-05-01,"(310, 5690)",3dm_32_310_5690_1_nw,2020-02-01,820 days
dop10rgbi_32_310_5689_1_nw_2022,2022-05-01,"(310, 5689)",3dm_32_310_5689_1_nw,2020-02-01,820 days
